ID,ClusterID,Title,QuestionContent,SolutionContent,Components,Symptoms,Resolutions
824,J,usb to serial adaptor works once for every reboot...,"i have a usb to serial adaptor for connecting to console port of switch/router and i use 'screen' inside terminal to connect. recently i found the 'screen /dev/cu.usbserial 9600' works only once for every system reboot. here are the steps to replicate: ‘_ 1. the output of 'ls /dev/*usb*' shows the correct device. 2. login to console of the device with 'screen /dev/cu.usbserial 9600' 3. press 'ctrl+a, ctrl+k' to exit screen 4. (optional), disconnect/reconnect the usb to serial adaptor from laptop or disconnect/reconnect the console cable from target device. 5. the output of 'ls /dev/*usb*' still shows the correct device. 6. try to connect to console again with 'screen /dev/cu.usbserial 9600', the screen process will hang. once that is happening, the screen process can not be killed via 'sudo kill -9' and only be solved by complete power cycle. btw, the laptop will also hang during reboot/shutdown, until i keep pressing on power button... 7. once screen hang, the output of 'ls /dev/*usb*' would show nothing. ‘_ once laptop boots up again, i can connect with the same screen command and same scenario for step 2-3 above... ‘_ i have mac os 10.11.3 and adaptor is micro innovations branded (prolific chip). i downloaded and installed/re-installed driver from prolific site and no difference... ‘_ any idea?",here is the solution: hxxp://apple.stackexchange.com/questions/227956/usb-to-serial-adaptor-works-once -for-every-reboot,"usb,adaptor,reboot,usb,adaptor,port,screen,screen,reboot,output,screen,screen,usb,adaptor,cable,output,screen,screen,process,screen,process,power,power button,screen,output,boot,screen,command,os,adaptor,driver,site","screen,step,replicate,output,usb,show,correct,device,login,console,device,screen,press,screen,optional,usb,serial,adaptor,laptop,console,cable,target,device,output,usb,show,correct,device,screen,process,hang,btw,laptop,hang,press,power,button,screen,hang,output,usb,show,download,driver,site,difference,idea",solution
825,J,bluetooth spp painfully slow on macbook retina 13 early 2015,"i use the bluetooth spp profile a lot to upload code to arduino-based robots in my classes. this used to work okay on a macbook unibody (13 inch late 2011) + yosemite, but since i upgraded to a macbook retina 13 early 2015, transfers are >20x slower with bluetooth explorer showing lots of retransmissions even though the rssi is very high and the two devices are close to each other. ‘_ i already filed a bug report at bugreport.apple.com (more than 15 days ago), still no response whatsoever. ‘_ does this happen to someone else? ie is it just my computer that is flawed? it would also help if the same computer with an older os x version (yosemite) works for someone else. ‘_ this is a screenshot of a transmission with the internal bluetooth adapter at 115200 bps. the transfer rate should be, well... aound 11520 bytes/s. i get 550 b/s instead and lots of retransmissions:  ‘_ and another screenshot using an external (noname brand) bluetooth usb adapter (proper ~12 kbps speed and 0% retrasmissions).","tl;dr: bluetooth spp slow throughput has been fixed in 10.11.4. ‘_ self answer... ‘_ i reported this through http://bugreport.apple.com/ on jan-9, then on mar-21 i was notified that the next version would fix this. on the same day i upgraded to 10.11.4 and it is indeed fixed. i get normal speeds (12 kb/s for a 115.2kb/s link), see screenshot. ‘_ after a couple of months i thought this would never get attention from apple. so... thanks a lot!!!! ‘_","bluetooth,retina,bluetooth,yosemite,retina,bluetooth,os x,yosemite,bluetooth,adapter,bluetooth,usb,adapter,speed,bluetooth,speed,link","bluetooth,slow,macbook,retina,early,bluetooth,profile,lot,upload,code,work,macbook,unibody,inch,late,yosemite,upgrade,macbook,retina,early,transfer,slower,bluetooth,show,lot,high,device,close,file,bug,report,response,happen,computer,screenshot,internal,bluetooth,adapter,transfer,rate,lot,screenshot,external,brand,bluetooth,usb,adapter,proper,speed","bluetooth,slow,fix,answer,report,version,fix,upgrade,fix,normal,speed,link,screenshot,couple,attention,apple,lot"
828,J,play songs from non-iphone to macbook pro via a2dp,"hi there! ‘_ i only got my macbook pro for 3 days and i love it! now i want to play my songs from xperia z2 to my macbook pro's speaker via bluetooth a2dp profile. is there any way to do it without using any apps?? in xperia terms,i could 'throw' my songs to macbook pro but i dont know how. i'm not planning to play songs from my itunes controlled by my xperia phone via bluetooth. ‘_ any other suggestions or tips is very welcoming. thanks in advance!!","in theory it's possible, though i've never done it. first step would be to pair your xperia z2 to your macbook pro via bluetooth. the icon for that is found at the top of your screen by the date and time, just past the wifi icon. you might have to turn on bluetooth on your z2. check out this app for your phone which promises easy streaming ‘_ http://developer.sonymobile.com/2013/01/08/play-your-mobile-content-on-any-devic e-with-the-new-throw-feature/ ‘_ that's all i have for now ‘_ john b","speaker,bluetooth,phone,bluetooth,bluetooth,icon,screen,icon,bluetooth,phone","play,macbook,pro,macbook,pro,love,play,macbook,pro,speaker,bluetooth,profile,app,term,macbook,pro,dont,plan,play,itune,control,phone,bluetooth,suggestion,tip,welcome,advance","theory,step,pair,macbook,pro,bluetooth,icon,top,screen,date,past,icon,turn,bluetooth,check,app,phone,easy,john"
829,J,how to pair bluetooth mouse?,my mac laptop is not pairing with a bluetooth mouse bought recently. according to the packaging it is compatible with my hardware. what is wrong?,"hello bmkat, ‘_ thanks for using the apple support communities! ‘_ i understand that you have a bluetooth mouse that you are thus far unable to pair with your mac. in this situation, i recommend reading over the following article to ensure that the pairing is being set up correctly. ‘_ using a bluetooth mouse, keyboard, or trackpad with your mac - apple support ‘_ cheers!","mouse,mouse,hardware,community,mouse,mouse,keyboard,trackpad","accord,packaging,compatible,hardware,wrong","apple,support,community,understand,bluetooth,mouse,unable,pair,mac,situation,recommend,read,follow,article,ensure,pairing,set,bluetooth,mouse,keyboard,trackpad,mac,apple,support,cheer"
834,J,do i go raid ssd or get an external ssd?,"so people of the apple community, i'm a video editor who's ran out of glorious space, on my internal 1tb ssd. i can't delete much, so i'm torn to choose if i should raid or go external ssd? both i know are probably very good for speed, which is perfect. ‘_ however, raid could rekt me over if something goes wrong, (ei; 1 drive failure = all gone.) but does anyone know how good external ssd's are? ‘_ this is what i've been looking at: http://www.amazon.co.uk/samsung-portable-external-solid-state/dp/b00sgw5zx6/ref= sr_1_1?s=computers&ie=utf8&qid=1456417618&sr=1-1&keywords=external+ssd ‘_  ‘_ many thanks appletons","thanks for the replies, sorry for my late one! well thing is i need to use all data on the go so it's between a 2nd internal ssd raid'd or an external ssd for easy set up and portability. so that's all i can really do. the nas drive isn't needed that sounds like a stay at home feature! i'm always on the road.","ssd,ssd,community,video,space,ssd,ssd,speed,drive,ssd,datum,ssd,ssd,drive","raid,ssd,external,people,apple,community,video,run,space,internal,ssd,delete,tear,choose,raid,external,ssd,good,speed,perfect,raid,wrong,drive,failure,good,external,ssd,computer,utf8,qid,external,ssd","reply,late,datum,internal,ssd,raid,external,ssd,easy,set,drive,sound,stay,home,feature"
835,J,samsung evo 850 ssd,"hello everyone, i hope someone can help with my ssd upgrade on my late 2010 mbp. i decided i wanted to upgrade my hdd after upgrading to 16gb ram for speed and performance, so i bought and evo 500gb. before the installation i saw an update for yosemite and im not sure if that cause any problems but i updated the computer cleaned it out using clean my mac and cc cleaner. i used a sata 3 to usb cable to connect the ssd the very first time and used disk utility to format it. then i was instructed to use cmd r to start the system in recovery in order to use the macintosh hd as a source in disk utility . either way it finished took about 2 hours. installed the ssd and it took a while in the beginning to boot up but it finally did . the first thing i did was open up clean my mac to get rid of some apps i didn't want and i immediately got an unapproved caller error. restarted the machine and it the error didn't go away. ‘_ i tried carbon copy cloner and i got the same error. then i tried to install a fresh osx yosemite, formatted the ssd again with diskutility the install went through successfully and i even booted from the drive connected to the sata usb cable i figured it works and i installed it back into the computer tried to boot and got the same error ive tried using a windows machine to secure erase but the drive is now shown as asmt 2115 device and the samsung software wont recognize it.i used the fcsk command also to try and rest nvram and still‘_ nothing. ‘_ i also tried formatting to ntfs and the drive name doesn't change. i read some where that the bridge chip is whats causing it to be named asmt device im stuck now with a unusable ssd and expensive one at that ‘_ if anyone has encountered this problem and has any insight on what i can do please send help thank you!!!",replace the internal (sata) cable.,"ssd,ssd,upgrade,hdd,ram,speed,yosemite,cable,ssd,disk utility,format,hd,source,disk utility,ssd,boot,osx,yosemite,ssd,drive,usb,cable,boot,window,drive,software,command,nvram,drive,ssd,cable","samsung,evo,ssd,sata,usb,cable,connect,ssd,disk,utility,format,finish,open,clean,mac,rid,app,caller,error","replace,internal,sata,cable"
840,J,hardware connection issue,"recently i connect a lenovo usb portable dvd to my macbook pro, but much of time when i work on it the usb portable dvd disconnect from my macbook !!! i don't know what is the problem, please help me to fix this issue!!! thank you in advance",i'll repeat my previous post. try using a powered usb hub or powered dvd drive.,"hardware,connection,usb,dvd,usb,dvd,usb,hub,dvd drive","hardware,connection,issue,connect,lenovo,usb,portable,dvd,macbook,pro,work,usb,portable,dvd,disconnect,macbook,advance","repeat,previous,post,power,usb,hub,power,dvd,drive"
844,J,my mid 2012 macbook pro with thunderbolt is connected to tv via macally mdhdmi adapter.‘_ visuals are delivered as expected but not audio.‘_ can anyone suggest wh ...,my mid 2012 macbook pro with thunderbolt is connected to tv via macally mdhdmi adapter.‘_ visuals are delivered as expected but not audio.‘_ can anyone suggest why no sound please?‘_ and perhaps a fix?‘_ cheers..,have you checked system preferences -> sound -> output to see if you can select the hdmi output?,"thunderbolt,tv,adapter,audio,thunderbolt,tv,adapter,audio,preference,output,output","mid,macbook,pro,thunderbolt,connect,adapter,visual,deliver,expect,audio,suggest,mid,macbook,pro,thunderbolt,connect,adapter,visual,deliver,expect,audio,suggest,sound,cheer","check,system,preference,sound,output,select,hdmi,output"
845,J,when i connect usb and lan cable not working my trackpad,hey guys how are you.  ‘_ when i connect usb and lan cable not working my trackpad  how i fix that error. please teach me.,what model macbook do you have? does an usb mouse still work?  does your keyboard still work? does it matter which usb port you use? does it matter which usb device you use to create this error?,"usb,cable,trackpad,usb,cable,trackpad,mouse,keyboard,usb,port,usb","connect,usb,lan,cable,work,trackpad,hey,guy","model,macbook,usb,mouse,work,keyboard,work,matter,usb,port,matter,usb,device,create,error"
846,J,bluetooth doesn't work in el capitan 10.11.2,"after updating to el capitan 10.11.2 today, bluetooth doesn't work at all even though a problem with it was supposedly fixed.... is this an issue that i am just having for some reason? or is it actually a bug in the new update?",bluetooth devices become unresponsive,"bluetooth,bluetooth,bluetooth","bluetooth,work,capitan","bluetooth,device"
847,J,my macbook's facetime hd camera is 'not connected',"hey, so for a past week my camera hasn't been working. i thought nothing much about it and just assumed it would be fixed later.  ‘_ specs are below:  ‘_ the camera is not working in every single application i have tried... (facetime, photo booth, & skype). these (three) applications are all running their latest versions. ‘_ skype:  the camera never, i guess, in a way starts up. ‘_ photo booth:  so according to this the camera is not 'connected'. ‘_ facetime: whenever i try to facetime off my computer, it will just say 'call failed'. ‘_ it is installed: so i have checked, and in system profiler (now called system information), under usb the camera is installed. (Ç£> about this mac > overview > system report > hardware > usb > usb 2.0 bus).  ‘_ i would appreciate any help available on this matter! thanks to anyone who is willing to help. i appreciate everything you can provide. ‘_ cheers, noah","one of these will fix your camera problem: ‘_ (1) if restarting your mac doesn't fix the problem, ‘_ (2) use apple's http://support.apple.com/kb/ht2090. ‘_ (btw - the troubleshooting article calls the camera an 'isight'.‘_ however, after the article was published, apple has changed the built-in camera's name on newer macs from 'isight' to 'facetime' and then to 'facetime hd.'‘_ regardless of the name of your built-in camera, the same info and troubleshooting applies.) ‘_ be sure to test more than one apple app (photo booth, facetime, imovie, quicktime player, etc.) in more than one user account.‘_ do not use the 'guest' account for this test.‘_ if you do not have more than one user account for the testing, create a new one now.‘_ if you need help, how to do it is explained in http://support.apple.com/en-us/ht201754. ‘_ a 'standard' user account is all you need for testing. ‘_ (3) if your cam won't work properly even with apple apps, use os x recovery to completely reinstall your mac os from the recovery system stored on your startup drive.‘_ don't bother testing skype or other third-party apps until you have your camera working with apple apps. ‘_ (4) if none of the above suggestions resolve your trouble, contact apple or an apple-authorized service provider to have your mac professionally serviced. be sure to backup your mac and deauthorize itunes before tendering it for service. ‘_ ‘_ message was edited by: ez jim ‘_ mac osx 10.11.1","hd,spec,application,photo,application,photo,information,usb,system report,hardware,usb,usb,hd,info,photo,account,account,account,account,os x,os,drive,service,service,message,osx","macbook,facetime,camera,connect,hey,past,camera,work,application,run,latest,version,skype,camera,guess,start,photo,accord,camera,connect,mac,system,report,hardware,usb,usb,bus,appreciate,provide,cheer","fix,camera,problem,restart,mac,fix,problem,apple,troubleshoot,article,call,camera,isight,article,apple,change,built-in,camera,newer,mac,isight,built-in,camera,info,troubleshooting,apply,test,apple,app,photo,player,user,account,guest,account,test,user,account,testing,create,explain,standard,user,account,testing,work,apple,app,recovery,reinstall,mac,recovery,system,store,startup,drive,testing,third-party,app,camera,work,apple,app,suggestion,resolve,trouble,contact,apple,service,provider,mac,service,backup,mac,itune,service,message,edit,mac,osx"
851,J,usb hub working on macbook pro mid 2012 but not on macbook pro early 2013,i have recently purchased a top-longer premium 4 port aluminum usb 3.0 hub.‘_‘_ i noticed when i use it in my macbook pro early 2013 with 2.4 ghz i7 and 16 gb memory that external zip drives are not recognized.‘_ (it does work for charging my iphone.)‘_ i then tried it in my wife's macbook pro mid 2012 with 2.3 ghz i7 and 8 gb memory and the external zip drives worked perfectly. both machines have 10.11.2 el capitan installed. ‘_ why would it work on an older machine?‘_ what am i missing?,"a hub-powered device needs the mbp to provide power and communication.‘_ for 1 or 2 small slower external hds, this in not an issue.‘_ running a printer, 2 data hds, a constant-on timemachine 2 tb hd, etc ... all at once ... puts a train on the power provided through that one usb port.‘_ mbps will not supplement that usb port if too much power is pulled ... it will sometimes stop all power to that usb port. ‘_ ac powered hubs plug into a wall and will let 120 v source provide 90+% of the power for a 8-10 external devices and the mbp just uses enough juice to keep the data flow alive. ‘_ if the power-demand is high enough, response from different systems becomes unpredictable ... older systems may fare better than newer systems which does seem contradictory.","usb,hub,port,usb,hub,i7,memory,drive,iphone,i7,memory,drive,power,hd,datum,hd,hd,power,usb,port,usb,port,power,power,usb,port,hub,source,power,datum","usb,hub,work,macbook,pro,mid,macbook,pro,early,macbook,pro,early,ghz,memory,external,drive,recognize,work,charge,iphone,machine,capitan,install,work,older,machine,miss","device,mbp,provide,power,small,slower,external,issue,run,printer,datum,put,power,provide,usb,port,mbp,usb,port,power,pull,stop,power,usb,port,power,hub,plug,wall,source,provide,power,external,device,mbp,datum,high,response,system,older,system,better,newer,system"
854,J,"installed apple bluetooth update, bluetooth functionality disappeared","i have windows 7 through bootcamp.‘_ installed an apple update for bluetooth yesterday, and now i have zero bluetooth functionality.‘_ how do i uninstall this driver? ‘_ now i'm sufficiently wary of apple trying to give me windows updates, but i still need to reverse this one.","opened device manager, saw that bluetooth had a yellow exclamation point on it so it knew it done ****** up. ‘_ right clicked, 'roll back driver', problem fixed in 3 seconds.‘_ took a bit of poking around but nothing too bad.","bluetooth,window,bluetooth,driver,window,bluetooth,driver","window,bootcamp,uninstall,driver","open,device,manager,bluetooth,point,click,back,driver,problem,fix,bit,bad"
859,J,usb audio input distorted,"i'm trying to record audio. ‘_ i tried using the zoom r 16. but the audio input is distorted. at first i thought the zoom interface is broken but when i use it in standalone mode and record to an sd card everything is fine. i tried updating to the latest driver but this did not solve my proble. ‘_ i then tried to use a usb audo adapter from a headset i had laying around. i pluged in the input to the microphone jack but the problem was still there.  ‘_ i tried to use presonus studio one and then tried the same in garage band - same problem. ‘_ macbook pro (retina, 13-inch, mid 2014) running 10.11.2 (15c50) intel i 5 2.6 8 gb ram ‘_ ‘_ ‘_ ‘_ i start to believe it's a problem with el capitan.","are you sure the audio midi setup utility has a frequency supported by the input device for recording?‘_ if you mismatch the frequency, distortion is common. also if you use omnidirectional audio input devices outside sounds from keyboard clacking to heater vents cranking can often get into the recording.‘_‘_‘_ perhaps a more focused input device is needed that limits where input comes from.","usb,audio,input,audio,input,sd card,driver,usb,adapter,input,retina,ram,setup,utility,input,audio,input,keyboard,input,input","usb,audio,input,distort,audio,input,distort,zoom,interface,break,mode,record,card,fine,input,microphone,jack,problem,macbook,pro,retina,mid,run,intel,ram,start,problem,capitan","audio,setup,utility,frequency,support,input,device,frequency,distortion,common,audio,input,device,sound,keyboard,input,device,limit,input"
862,J,western digital mypassport 1tb not recognized,"i have had a western digital mypassport essential (1tb) for a little more than a year now. i'd been using it fine with my late 2008 aluminum unibody macbook. this august, i purchased a macbook pro with retina display and now the drive rarely (if ever) shows up when connected. i've tried uninstalling and reinstalling the drivers, plugging it into different ports, and nothing works. yet, when i try to use it with another computer it works fine.  ‘_ has anyone else had this problem/know of a fix? i ordered a new usb 3.0 cable from amazon, so maybe that will solve the problem, but i'm looking for a solution in the meantime.","yes, ive seen it many times.‘_ the sata card gets picky on power input and it acts strange, illogically working on one machine and not another.  ‘_ a: on the mac it doesnt show up in you said--- 'now the drive rarely (if ever) shows up when connected.' ‘_ b: does it now show up at all in disk utility?‘_  ‘_ c: 'yet, when i try to use it with another computer it works fine'..........but did you leave it plugged into that other mac for a while, or just a few mins to test it?  ‘_ as a side note, in the future buy a hitachi or toshiba external usb hd.‘_ stay clear of wd drives.  ‘_ ‘_ this is why those who have lots of hd, having a usb hd dock is such a vital tool, taking usb enclosures and sata cards out of the picture. ‘_ not saying you need it at all, rather referring to those that juggle a lot of hard drives, they arent dealing with enclosed hd, rather naked hd, and using hd docks such as: ‘_ http://www.ebay.com/itm/uspeed-usb-3-0-esata-to-2-5-or-3-5in-sata-hdd-ssd-dockin g-dock-station-/330892855571?pt=us_drive_enclosures_docks&hash=item4d0ac04913 ‘_ ‘_ peace  ‘_","retina display,drive,driver,port,usb,cable,power,input,drive,disk utility,usb,hd,drive,hd,usb,hd,dock,drive,hd,hd,hd","digital,recognize,digital,fine,late,aluminum,unibody,macbook","sata,card,power,input,act,strange,work,machine,mac,doesnt,show,drive,show,connect,show,disk,utility,computer,work,fine,leave,plug,mac,test,side,note,future,external,usb,stay,clear,drive,lot,usb,dock,tool,usb,enclosure,sata,card,picture,refer,lot,hard,drive,deal,dock"
864,J,my usb ports aren't working!,"well for me, getting a retina mac was the worst decision of my life. i keep having serious problems with it, and i just got a new one! my usb ports aren't working. for the first two weeks i had my mac, i was able to use my usb mouse with no problem. but just a few hours ago, when i was trying to plug in my mouse, nothing happened. when i got my mouse plugged in, the light only turned on for a second. then, my mouse wasn't working. it has no batteries. i tried with another mouse, and the same thing happened! the only usb thing i can get working is my usb lava lamp! it's so weird! so far, only one of my usb gadgets has responded. whats going on! ‘_ also, i am really frustrated with my new mac. this is one of the major problems that happen with my computer!  ‘_ one more thing, it started when i just installed java, but i don't think that has to do with anything! please help me!",did you uninstall java and see if that fixed the issue?,"usb,port,retina,usb,port,usb,mouse,mouse,mouse,light,mouse,battery,mouse,usb,usb,usb","usb,port,retina,mac,life,serious,problem,usb,port,work,mac,usb,mouse,problem,mouse,plug,light,turn,mouse,work,battery,usb,work,usb,weird,usb,respond,frustrate,mac,major,problem,happen,computer,start,install","uninstall,fix,issue"
866,J,yosemite + mindstorms ev3 = bluetooth fail?,"prior to my upgrade to yosemite, i had the lego labview for mindstorms ev3 connecting correctly via bluetooth to the ev3 brick.‘_ after upgrading to yosemite the bluetooth scan returns much too quickly to have actually scanned, and of course the ev3 brick isn't shown as a target. ‘_ do we know if the apis for bluetooth change in some radical way to break previously working software, or does this indicate some kind of malconfiguration on the laptop? ‘_ only slightly related is the fact that to make wifi work i had to turn off bluetooth per a suggestion on this thread (at least that works). ‘_ thanks!",the 1.1.1 update to the home version seems to have resolved the problem ... i hope.,"yosemite,bluetooth,upgrade,yosemite,bluetooth,bluetooth,software,wifus,bluetooth","yosemite,bluetooth,upgrade,yosemite,connect,bluetooth,brick,upgrade,yosemite,bluetooth,scan,return,scan,brick,show,target,bluetooth,change,break,work,software,kind,laptop,related,fact,make,wifus,work,turn,bluetooth,suggestion,thread,work","update,home,version,resolve,problem,hope"
867,J,is there a thunderbolt to ieee 1394 adapter?,"hi ‘_ is there a thunderbolt to ieee 1394 adapter?  ‘_ i would like to connect my soundcard (which uses ieee 1394) to my mac (which has thunderbolt) ‘_ when i google thunderbolt to 1394 adapter i see images of them, but at the store it tries to give me other thunderbolt to firewire adapters which have a different shaped plug. ‘_ thanks ‘_ matt","hi this is a 1394 cable, also known as firewire 400 the apple-thunderbolt-to-firewire-adapter is for firewire 800. different shape ‘_ i am picking that there is no apple thunderbolt to 1394 cable, i have purchased a thunderbolt to firewire 800 (as you posted) and belkin make a firewire 800 to firewire 400 cable so have purchase that also. ‘_  thanks!","thunderbolt,adapter,thunderbolt,adapter,thunderbolt,adapter,image,thunderbolt,adapter,plug,cable,firewire,firewire,thunderbolt,cable,thunderbolt,firewire,firewire,cable","thunderbolt,thunderbolt,adapter","cable,firewire,firewire,pick,apple,thunderbolt,cable,thunderbolt,firewire,post,belkin,make,firewire,firewire,cable"
874,J,is it possible use (bose soundtouch 20) as wireless audio output on mac airplay using safari?,is it possible to use (bose soundtouch 20) as wireless audio output on mac airplay using safari? unfortunately it works only with itunes player.,"nope-'fraid not. the bose soundtouch also supports bluetooth. so i've been told. you'lll need the soundtouch mac app.  here's the basic setup (youtube link) https://www.youtube.com/watch?v=ylruf8cb5_s ‘_ according to bose the latest model of the soundtouch (version iii)‘_ doesn't support airplay, but the older models do...\ \ you could try airparrot, but you have to pay for that.... ‘_ jb","output,output,bluetooth,setup,link","wireless,audio,output,mac,airplay,wireless,audio,output,mac,airplay,safari,work,itune,player","support,bluetooth,mac,app,basic,setup,youtube,link,accord,latest,model,version,support,airplay,older,model"
1537,K,new tabs with ads automatically open as well as popups-any browswer,"hello, ‘_ i'm using a macbook pro on osx.‘_ no matter which internet browser i am using, i keep getting the same popups and new tabs opening with ads. whether i'm using chrome, firefox or safari, i automatilly have the same few ads opening either in new tabs or their own new window.‘_ this happens no matter where i'm connected to the internet. whether my home network, my school network, or a friend's network, it's the same problem. i've tried antispyware and antivirus scans and they all found nothing and i still have the same problem no matter what i do. it's extremely annoying!‘_‘_ please help, i'd be very grateful.","av software usually doesn't detect adware. ‘_ for an overview of how to remove adware, see -> http://www.thesafemac.com/arg/. ‘_ good luck, clinton","osx,internet,window,internet,network,network,network,software","tab,open,macbook,pro,osx,matter,internet,browser,popup,tab,open,chrome,firefox,safari,open,tab,window,happen,matter,connect,internet,home,network,school,network,friend,network,problem,annoying","software,detect,adware,remove,adware,good,luck,clinton"
1541,K,white screen after logging in to set up two step password,"i turned on two step authentication and then open safari to log into appleid and set the password.‘_ when i log in i have to enter the 6 digit number, which i do.‘_‘_ it accepts number and then goes to a blank white safari page with 'apple inc.' in the browser line.‘_‘_‘_ i tried changing the default language as i read that works for some (albeit a while ago).‘_‘_ everything on my macbook is working fine otherwise.‘_ i only need this for the icloud link with two apps i have:‘_ busycal and busycontacts.‘_",thanks!‘_ it is working now and truthfully not sure what fixed it.‘_‘_,"screen,password,password,page,line,link","white,screen,log,set,step,password,turn,step,open,safari,log,set,password,log,enter,accept,blank,white,safari,page,apple,browser,line,macbook,work,fine,icloud,link,app","work,fix"
1542,K,mac book,is macbooks‘_ infectious/vulnerable to virus?,"no, all the required anti-virus protection is built into os x. ‘_ for that reason, amongst others, you should never install any third-party anti-virus applications on a mac.","os x,application","mac,book,virus","require,anti-virus,protection,build,reason,install,third-party,anti-virus,application,mac"
1543,K,"malicious websites-everytime i open my browser and go to a site, other sites keep coming up",,"hi, ‘_ the first thing i'd try is running malwarebytes: https://www.malwarebytes.com/mac/","site,site","open,browser,site,site","run,malwarebyte"
1544,K,useless security,"i'd like to know if any of the other member of the macbook pro family and the iphone 6 having hacking problems? my macbook pro had eset security on it and you no that setting in the firewall stealth mode on also, i now have a virus called rootkit adware, and malware on both iphone6 and my late model macbook pro. can someone talk with me,",try not to think too harshly of apple.‘_ your macbook does not need anti virus services (which eset is) so it is almost certain that is the cause of your problem.‘_ as much as anything it could have altered part of your macs defences in some way and the malware came through the weakened spot from some other area. ‘_ do an etrecheck for us so we can see what damage exists and let us see what we can do.‘_ send the report as an answer to this post. ‘_ https://etrecheck.com/,"iphone,setting,service","security,macbook,pro,family,iphone,problem,macbook,pro,security,setting,mode,virus,call,adware,malware,late,model,macbook,pro,talk","apple,macbook,virus,service,cause,problem,part,mac,malware,spot,area,etrecheck,damage,exist,send,report,answer,post"
1549,K,how do i get rid of pop up ads on my macbook pro?‘_ there must be an easy way!!!!,"i am constantly getting ads when trying to do anything on safari and chrome.‘_ what is the best way to get rid of them for good?‘_ i always,go,into safari preferences to clear the cookies and cache every day and there are always at least 29 new ones each day.‘_","don't use any kind of 'anti-virus' or 'anti-malware' product on a mac. there is never a need for it, and relying on it for protection makes you more vulnerable to attack, not less. you may have installed one or more of the common types of ad-injection malware. follow the instructions on this apple support page to remove it. it's been reported that some variants of the 'vsearch' malware block access to the page. if that happens, start in safe mode by holding down the shift key at the startup chime, then try again. back up all data before making any changes. one of the steps in the article is to remove malicious safari extensions. do the equivalent in the chrome and firefox browsers, if you use either of those. if safari crashes on launch, skip that step and come back to it after you've done everything else. if you don't find any of the files or extensions listed, or if removing them doesn't stop the ad injection, ask for further instructions. make sure you don't repeat the mistake that led you to install the malware. chances are you got it from an internet cesspit such as 'softonic,' 'cnet download,' or 'sourceforge.' never visit any of those sites again. you might also have downloaded it from an ad in a page on some other site. the ad would probably have included a large green button labeled 'download' or 'download now' in white letters. the button is designed to confuse people who intend to download something else on the same page. if you ever download a file that isn't obviously what you expected, delete it immediately. malware is also found on websites that traffic in pirated content such as video. if you, or anyone else who uses the computer, visit such sites and follow prompts to install software, you can expect more of the same, and worse, to follow. never install any software that you downloaded from a bittorrent, or that was downloaded by someone else from an unknown source. in the security & privacy pane of system preferences, select the general tab. the radio button marked anywhere‘_ should not be selected. if it is, click the lock icon to unlock the settings, then select one of the other buttons. after that, don't ignore a warning that you are about to run or install an application from an unknown developer. still in system preferences, open the app store or software update pane and check the box marked ‘_‘_‘_‘_‘_‘_‘_‘_‘_ install system data files and security updates (os x 10.10 or later) or ‘_‘_‘_‘_‘_‘_‘_‘_‘_ download updates automatically (os x 10.9 or earlier) if it's not already checked.","preference,instruction,page,page,shift key,datum,extension,file,extension,instruction,internet,site,page,site,button,button,page,file,website,video,site,software,software,source,preference,button,icon,setting,button,application,preference,software,box,datum,file,os x,os x","rid,pop,macbook,pro,best,rid,good,safari,preference,clear,cookie,cache","kind,anti-virus,anti-malware,product,mac,rely,protection,make,attack,install,common,type,malware,follow,instruction,apple,support,page,remove,report,malware,block,access,page,happen,start,safe,mode,hold,shift,key,startup,chime,back,datum,make,change,step,article,remove,malicious,safari,extension,equivalent,chrome,firefox,browser,safari,crash,launch,step,back,file,extension,list,remove,stop,instruction,make,repeat,mistake,lead,install,malware,chance,internet,download,visit,site,download,page,site,large,green,button,label,download,download,white,letter,button,design,people,intend,download,page,download,file,expect,delete,malware,website,traffic,content,video,computer,visit,site,follow,prompt,install,software,expect,worse,follow,install,software,download,download,unknown,source,security,privacy,pane,system,preference,select,general,tab,radio,button,select,click,lock,icon,unlock,setting,select,button,ignore,warning,run,install,application,unknown,developer,system,preference,open,app,store,software,update,pane,check,box,install,system,datum,file,security,update,download,update,earlier,check"
1552,K,"when attempting to drag mackeeper to the trash, a box appears that says 'finder want to make changes'; has a box with my name an a place for a password. is this ...","when attempting to drag mackeeper to trash, a pop up window says 'finder wants to make changes'; has a box with my name in it and a place for a password. is this part of the malware or safe. i didn't knowingly install this application or megabackup either. thanks","also run malwarebytes, which is safe and effective: https://www.malwarebytes.com/","trash,box,box,password,trash,window,box,password,application","attempt,drag,mackeeper,trash,box,finder,make,change,box,place,password,attempt,drag,mackeeper,trash,pop,window,finder,make,change,box,place,password,part,malware,safe,install,application","run,malwarebyte,safe,effective"
